ad_id,number_of_bathrooms,number_of_bedrooms,number_of_beds,star_rating,number_of_guests,is_superhost,number_of_reviews,cleaning_fee,host_rating,n_reviews,n_safety_features,n_amenities,n_house_rules,n_comments,n_ad_description,latitude,longitude,price,minimum_stay
22322959,3.0,3,4,5.0,8,false,7,280.0,5.0,7,1,13,3,7,12,-27.12719,-48.60143,650.0,5
22322959,3.0,3,4,5.0,8,false,7,280.0,5.0,7,1,13,3,7,12,-27.12719,-48.60143,550.0,5
22322959,3.0,3,4,5.0,8,false,7,280.0,5.0,7,1,13,3,7,12,-27.12719,-48.60143,550.0,5
22322959,3.0,3,4,5.0,8,false,7,280.0,5.0,7,1,13,3,7,12,-27.12719,-48.60143,550.0,5
22322959,3.0,3,4,5.0,8,false,7,280.0,5.0,7,1,13,3,7,12,-27.12719,-48.60143,550.0,5
22322959,3.0,3,4,5.0,8,false,7,280.0,5.0,7,1,13,3,7,12,-27.12719,-48.60143,550.0,5
35481220,3.0,2,2,5.0,4,false,11,200.0,5.0,11,1,27,3,11,7,-27.14031,-48.59228,498.0,2
35481220,3.0,2,2,5.0,4,false,11,200.0,5.0,11,1,27,3,11,7,-27.14031,-48.59228,498.0,2
35481220,3.0,2,2,5.0,4,false,11,200.0,5.0,11,1,27,3,11,7,-27.14031,-48.59228,498.0,2
35481220,3.0,2,2,5.0,4,false,11,200.0,5.0,11,1,27,3,11,7,-27.14031,-48.59228,498.0,2
35481220,3.0,2,2,5.0,4,false,11,200.0,5.0,11,1,27,3,11,7,-27.14031,-48.59228,498.0,2
35481220,3.0,2,2,5.0,4,false,11,200.0,5.0,11,1,27,3,11,7,-27.14031,-48.59228,498.0,2
35481220,3.0,2,2,5.0,4,false,11,200.0,5.0,11,1,27,3,11,7,-27.14031,-48.59228,498.0,2
35481220,3.0,2,2,5.0,4,false,11,200.0,5.0,11,1,27,3,11,7,-27.14031,-48.59228,498.0,2
35481220,3.0,2,2,5.0,4,false,11,200.0,5.0,11,1,27,3,11,7,-27.14031,-48.59228,498.0,2
35481220,3.0,2,2,5.0,4,false,11,200.0,5.0,11,1,27,3,11,7,-27.14031,-48.59228,498.0,2
35481220,3.0,2,2,5.0,4,false,11,200.0,5.0,11,1,27,3,11,7,-27.14031,-48.59228,498.0,2
35481220,3.0,2,2,5.0,4,false,11,200.0,5.0,11,1,27,3,11,7,-27.14031,-48.59228,498.0,2
35481220,3.0,2,2,5.0,4,false,11,200.0,5.0,11,1,27,3,11,7,-27.14031,-48.59228,498.0,2
35481220,3.0,2,2,5.0,4,false,11,200.0,5.0,11,1,27,3,11,7,-27.14031,-48.59228,498.0,2
35481220,3.0,2,2,5.0,4,false,11,200.0,5.0,11,1,27,3,11,7,-27.14031,-48.59228,498.0,2
35481220,3.0,2,2,5.0,4,false,11,200.0,5.0,11,1,27,3,11,7,-27.14031,-48.59228,498.0,2
35481220,3.0,2,2,5.0,4,false,11,200.0,5.0,11,1,27,3,11,7,-27.14031,-48.59228,498.0,2
35481220,3.0,2,2,5.0,4,false,11,200.0,5.0,11,1,27,3,11,7,-27.14031,-48.59228,498.0,2
35481220,3.0,2,2,5.0,4,false,11,200.0,5.0,11,1,27,3,11,7,-27.14031,-48.59228,498.0,2
35481220,3.0,2,2,5.0,4,false,11,200.0,5.0,11,1,27,3,11,7,-27.14031,-48.59228,498.0,2
35481220,3.0,2,2,5.0,4,false,11,200.0,5.0,11,1,27,3,11,7,-27.14031,-48.59228,498.0,2
35481220,3.0,2,2,5.0,4,false,11,200.0,5.0,11,1,27,3,11,7,-27.14031,-48.59228,498.0,2
35481220,3.0,2,2,5.0,4,false,11,200.0,5.0,11,1,27,3,11,7,-27.14031,-48.59228,580.0,2
35481220,3.0,2,2,5.0,4,false,11,200.0,5.0,11,1,27,3,11,7,-27.14031,-48.59228,498.0,2
31505119,2.0,2,5,4.5,10,false,7,250.0,4.29,7,1,15,3,7,3,-27.13931,-48.59215,420.0,5
31505119,2.0,2,5,4.5,10,false,7,250.0,4.29,7,1,15,3,7,3,-27.13931,-48.59215,480.0,5
31505119,2.0,2,5,4.5,10,false,7,250.0,4.29,7,1,15,3,7,3,-27.13931,-48.59215,420.0,5
31505119,2.0,2,5,4.5,10,false,7,250.0,4.29,7,1,15,3,7,3,-27.13931,-48.59215,420.0,5
31505119,2.0,2,5,4.5,10,false,7,250.0,4.29,7,1,15,3,7,3,-27.13931,-48.59215,320.0,5
31505119,2.0,2,5,4.5,10,false,7,250.0,4.29,7,1,15,3,7,3,-27.13931,-48.59215,420.0,5
31505119,2.0,2,5,4.5,10,false,7,250.0,4.29,7,1,15,3,7,3,-27.13931,-48.59215,320.0,5
31505119,2.0,2,5,4.5,10,false,7,250.0,4.29,7,1,15,3,7,3,-27.13931,-48.59215,320.0,5
31505119,2.0,2,5,4.5,10,false,7,250.0,4.29,7,1,15,3,7,3,-27.13931,-48.59215,420.0,5
31505119,2.0,2,5,4.5,10,false,7,250.0,4.29,7,1,15,3,7,3,-27.13931,-48.59215,480.0,5
